contrast,variance_of_laplacian,gradient_entropy,edge_strength,mean_intensity,std_intensity,source_distance_cm,magnification
0.4429946157834945,0.006245327886281494,3.020460387943411,0.10445679494000659,0.5917113809282706,0.4429946157834945,80,2.6
0.44311813053810123,0.0061986624332347005,3.0015943344317,0.09960252904196348,0.5939408902813216,0.44311813053810123,100,3.0
0.4428359080034737,0.006143758105019944,3.136467335461622,0.09868898728715897,0.5941735479236095,0.4428359080034737,120,3.4
0.44258165268934974,0.0061304626247101375,3.233060362712329,0.09837836071423367,0.594168979633603,0.44258165268934974,150,4.0
0.44234964241244246,0.006104956234240051,3.3101176499163465,0.09874847894016926,0.5936496508981212,0.44234964241244246,180,4.6
