contrast,variance_of_laplacian,gradient_entropy,edge_strength,mean_intensity,std_intensity,energy_keV
0.4847101229822182,0.005035107303533737,2.9684489741192235,0.08858293595147522,0.5546127578154839,0.4847101229822182,20
0.45879292648149855,0.005714180307944534,3.0602339074681977,0.09549213215641644,0.578983466622848,0.45879292648149855,40
0.4430842222187877,0.0061791306074017996,3.06332529814367,0.09963539819850088,0.5940215983838646,0.4430842222187877,60
0.4339169119830108,0.006386907056447256,3.105477302415782,0.10044431076485619,0.6021092295444588,0.4339169119830108,80
0.42465971448881856,0.006534496112403195,3.113745332780857,0.10112100194572453,0.6102723756641744,0.42465971448881856,100
0.41697582665623145,0.006647305882885188,3.149972136301745,0.10144314079476936,0.6172766725245544,0.41697582665623145,120
0.40256257270991985,0.0069198743752911926,3.188273630462329,0.10238289038554288,0.6298647809618693,0.40256257270991985,150
