fracture_contrast,fracture_sharpness,fracture_edge_strength,fracture_mean_intensity,surrounding_mean_intensity,fracture_angle_deg
0.0044264482893079295,0.000664160439925742,0.024129354639547768,0.0041729642963386935,0.0041361842798380705,0
0.013205937779188999,0.0006741355708163305,0.02567025043939906,0.004133841465127103,0.0042444851247669686,15
0.005738401800193039,0.0007611081859317223,0.026146484469756884,0.004269147400355633,0.0042204307895875835,30
0.002185604007185907,0.0007206779587218468,0.02550047678583129,0.00437638859964804,0.004357300214378588,45
