contrast,variance_of_laplacian,gradient_entropy,edge_strength,mean_intensity,std_intensity,beam_angle_deg
0.4347106270904795,0.006457599644306881,3.194243040445436,0.10428084210008037,0.625050896884342,0.4347106270904795,-30
0.43954083270827105,0.006294211122763548,3.1312866576842224,0.10221332562855984,0.6073175450771654,0.43954083270827105,-15
0.44313513602841387,0.006236686894297536,3.066785338134377,0.09973984332424815,0.5939338447108747,0.44313513602841387,0
0.44328386869223196,0.006207575138799566,3.0974220966372275,0.10061553312003635,0.5912066985731474,0.44328386869223196,15
0.4420282810729258,0.006287668198034287,3.147359352864612,0.1021005556230108,0.595888946260224,0.4420282810729258,30
