fracture_contrast,fracture_sharpness,fracture_edge_strength,fracture_mean_intensity,surrounding_mean_intensity,fracture_width_px
0.011186565419984376,0.0006701691870384641,0.025877987554708763,0.004220749580833298,0.004127362874715911,1.0
0.02313677010048365,0.0006796743475783307,0.025455111693553505,0.004166327666712999,0.00436368459946998,2.0
0.04388205809906296,0.000688351297013438,0.025196237879262437,0.004270488457430495,0.0039114482360828855,3.0
0.05693282835676001,0.000745569488473848,0.027067340968606607,0.004548257425155239,0.004058263827905902,5.0
